Dates,Time,Category,DayOfWeek,PdDistrict,Resolution                                                                        ,
14/04/2014,13:30:00,LARCENY\/THEFT,Monday,BAYVIEW,NONE,
20/01/2014,15:49:00,SUSPICIOUS OCC,Monday,CENTRAL,NONE,
21/04/2006,14:50:00,ROBBERY,Friday,CENTRAL,NONE,
16/05/2013,18:00:00,LARCENY\/THEFT,Thursday,CENTRAL,NONE,
09/01/2007,16:37:00,LARCENY\/THEFT,Tuesday,CENTRAL,ARREST,BOOKED
22/02/2011,18:15:00,FRAUD,Tuesday,BAYVIEW,NONE,
04/05/2006,08:45:00,LARCENY\/THEFT,Thursday,TARAVAL,NONE,
22/04/2010,17:30:00,VANDALISM,Thursday,NORTHERN,NONE,
13/01/2010,22:45:00,OTHER OFFENSES,Wednesday,PARK,ARREST,CITED
29/04/2015,10:30:00,LARCENY\/THEFT,Wednesday,INGLESIDE,NONE,
08/10/2010,16:30:00,LARCENY\/THEFT,Friday,MISSION,NONE,
14/01/2011,22:19:00,SUSPICIOUS OCC,Friday,RICHMOND,NONE,
28/07/2006,16:00:00,NON-CRIMINAL,Friday,SOUTHERN,NONE,
14/11/2014,04:30:00,VANDALISM,Friday,BAYVIEW,ARREST,BOOKED
25/11/2014,17:00:00,LARCENY\/THEFT,Tuesday,MISSION,NONE,
14/09/2004,13:08:00,OTHER OFFENSES,Tuesday,BAYVIEW,ARREST,BOOKED
20/03/2007,14:30:00,DRUG\/NARCOTIC,Tuesday,NORTHERN,ARREST,BOOKED
06/09/2008,15:02:00,DRUNKENNESS,Saturday,TENDERLOIN,ARREST,BOOKED
16/02/2004,18:30:00,LARCENY\/THEFT,Monday,MISSION,NONE,
31/10/2013,18:00:00,KIDNAPPING,Thursday,INGLESIDE,ARREST,BOOKED
31/05/2006,13:00:00,LARCENY\/THEFT,Wednesday,NORTHERN,NONE,
21/12/2004,12:00:00,FORGERY\/COUNTERFEITING,Tuesday,PARK,PROSECUTED BY OUTSIDE AGENCY,
28/07/2013,02:45:00,MISSING PERSON,Sunday,MISSION,NONE,
02/07/2011,09:36:00,WARRANTS,Saturday,PARK,ARREST,BOOKED
24/03/2005,08:00:00,VEHICLE THEFT,Thursday,TARAVAL,NONE,
25/12/2014,22:07:00,ROBBERY,Thursday,TARAVAL,ARREST,BOOKED
06/10/2006,13:01:00,LARCENY\/THEFT,Friday,MISSION,ARREST,CITED
21/03/2012,12:00:00,SUSPICIOUS OCC,Wednesday,MISSION,NONE,
18/08/2004,06:00:00,LARCENY\/THEFT,Wednesday,TARAVAL,NONE,
10/07/2012,07:30:00,VANDALISM,Tuesday,SOUTHERN,ARREST,BOOKED
18/10/2007,23:00:00,NON-CRIMINAL,Thursday,SOUTHERN,NONE,
13/07/2008,13:15:00,SUSPICIOUS OCC,Sunday,RICHMOND,NONE,
24/02/2010,12:00:00,VANDALISM,Wednesday,SOUTHERN,ARREST,CITED
19/09/2009,21:00:00,LARCENY\/THEFT,Saturday,TARAVAL,NONE,
02/05/2014,00:18:00,OTHER OFFENSES,Friday,BAYVIEW,ARREST,CITED
13/07/2013,12:08:00,FORGERY\/COUNTERFEITING,Saturday,BAYVIEW,NONE,
11/03/2010,08:51:00,OTHER OFFENSES,Thursday,MISSION,ARREST,CITED
21/05/2011,21:30:00,VEHICLE THEFT,Saturday,TARAVAL,NONE,
13/01/2011,12:25:00,NON-CRIMINAL,Thursday,TENDERLOIN,PSYCHOPATHIC CASE,
29/12/2010,17:30:00,LARCENY\/THEFT,Wednesday,MISSION,NONE,
11/06/2012,19:45:00,LARCENY\/THEFT,Monday,TARAVAL,NONE,
19/04/2005,23:11:00,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST,BOOKED
23/02/2010,20:33:00,WARRANTS,Tuesday,CENTRAL,ARREST,BOOKED
15/11/2014,22:00:00,LARCENY\/THEFT,Saturday,SOUTHERN,ARREST,BOOKED
22/09/2011,00:01:00,SUSPICIOUS OCC,Thursday,BAYVIEW,NONE,
03/06/2007,16:50:00,LOITERING,Sunday,SOUTHERN,ARREST,CITED
25/07/2005,05:14:00,OTHER OFFENSES,Monday,BAYVIEW,NONE,
14/12/2012,21:40:00,ASSAULT,Friday,BAYVIEW,NONE,
30/10/2007,05:00:00,LARCENY\/THEFT,Tuesday,TARAVAL,NONE,
22/10/2010,08:30:00,OTHER OFFENSES,Friday,BAYVIEW,NONE,
30/05/2005,15:00:00,MISSING PERSON,Monday,NORTHERN,LOCATED,
25/06/2009,12:00:00,KIDNAPPING,Thursday,INGLESIDE,NONE,
12/12/2003,00:01:00,FRAUD,Friday,INGLESIDE,NONE,
17/02/2014,14:00:00,VEHICLE THEFT,Monday,BAYVIEW,NONE,
16/05/2012,16:00:00,NON-CRIMINAL,Wednesday,SOUTHERN,NONE,
30/01/2005,14:10:00,ASSAULT,Sunday,INGLESIDE,ARREST,BOOKED
12/01/2010,21:20:00,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST,BOOKED
28/11/2014,13:30:00,ASSAULT,Friday,PARK,NONE,
11/01/2008,16:34:00,NON-CRIMINAL,Friday,SOUTHERN,PSYCHOPATHIC CASE,
29/01/2006,14:00:00,ASSAULT,Sunday,NORTHERN,NONE,
15/01/2012,15:20:00,OTHER OFFENSES,Sunday,BAYVIEW,ARREST,CITED
16/09/2014,14:00:00,OTHER OFFENSES,Tuesday,BAYVIEW,ARREST,CITED
25/12/2012,08:20:00,STOLEN PROPERTY,Tuesday,NORTHERN,ARREST,BOOKED
25/01/2007,16:00:00,OTHER OFFENSES,Thursday,SOUTHERN,ARREST,BOOKED
12/05/2014,18:09:00,OTHER OFFENSES,Monday,SOUTHERN,ARREST,BOOKED
27/06/2005,12:00:00,FRAUD,Monday,PARK,NOT PROSECUTED,
28/08/2011,19:35:00,WARRANTS,Sunday,MISSION,ARREST,BOOKED
12/05/2008,13:04:00,DRUG\/NARCOTIC,Monday,TENDERLOIN,ARREST,BOOKED
23/12/2014,16:09:00,WARRANTS,Tuesday,NORTHERN,ARREST,BOOKED
17/04/2012,09:30:00,OTHER OFFENSES,Tuesday,PARK,JUVENILE ADMONISHED,
24/07/2004,18:10:00,OTHER OFFENSES,Saturday,INGLESIDE,ARREST,CITED
14/06/2012,11:30:00,ASSAULT,Thursday,SOUTHERN,NONE,
23/02/2008,18:30:00,ROBBERY,Saturday,TARAVAL,UNFOUNDED,
23/08/2010,10:15:00,MISSING PERSON,Monday,INGLESIDE,LOCATED,
10/11/2003,18:40:00,LARCENY\/THEFT,Monday,MISSION,ARREST,BOOKED
13/07/2007,08:16:00,WARRANTS,Friday,NORTHERN,ARREST,BOOKED
16/02/2009,17:37:00,ASSAULT,Monday,TENDERLOIN,ARREST,CITED
16/12/2011,09:16:00,TRESPASS,Friday,MISSION,ARREST,CITED
01/06/2006,08:00:00,BURGLARY,Thursday,INGLESIDE,NONE,
30/07/2011,22:00:00,VEHICLE THEFT,Saturday,NORTHERN,UNFOUNDED,
25/02/2006,07:41:00,WARRANTS,Saturday,SOUTHERN,ARREST,BOOKED
14/03/2010,15:00:00,LARCENY\/THEFT,Sunday,CENTRAL,NONE,
21/05/2011,14:00:00,LARCENY\/THEFT,Saturday,PARK,NONE,
27/11/2012,01:30:00,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE,
18/11/2012,03:00:00,ASSAULT,Sunday,RICHMOND,NONE,
22/09/2005,14:55:00,OTHER OFFENSES,Thursday,SOUTHERN,ARREST,BOOKED
02/04/2015,20:30:00,VEHICLE THEFT,Thursday,PARK,NONE,
21/04/2011,14:30:00,VANDALISM,Thursday,BAYVIEW,NONE,
21/08/2009,01:00:00,ASSAULT,Friday,TENDERLOIN,NONE,
11/11/2009,12:00:00,VANDALISM,Wednesday,TARAVAL,NONE,
05/11/2005,19:00:00,NON-CRIMINAL,Saturday,MISSION,NONE,
01/04/2004,20:00:00,DRUG\/NARCOTIC,Thursday,MISSION,ARREST,BOOKED
08/01/2013,00:30:00,LARCENY\/THEFT,Tuesday,NORTHERN,NONE,
22/08/2005,16:40:00,SUSPICIOUS OCC,Monday,TARAVAL,ARREST,CITED
13/06/2004,21:17:00,ASSAULT,Sunday,CENTRAL,ARREST,BOOKED
22/09/2012,14:58:00,NON-CRIMINAL,Saturday,INGLESIDE,NONE,
24/01/2008,11:00:00,OTHER OFFENSES,Thursday,NORTHERN,NONE,
06/08/2007,12:02:00,VANDALISM,Monday,TENDERLOIN,NONE,
28/12/2011,16:00:00,ASSAULT,Wednesday,RICHMOND,NONE,
09/03/2005,11:00:00,VEHICLE THEFT,Wednesday,RICHMOND,NONE,
23/07/2003,22:45:00,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE,
02/05/2014,17:00:00,OTHER OFFENSES,Friday,TARAVAL,NONE,
01/12/2012,23:17:00,OTHER OFFENSES,Saturday,MISSION,ARREST,BOOKED
11/02/2006,10:00:00,LARCENY\/THEFT,Saturday,INGLESIDE,NONE,
18/08/2014,19:52:00,NON-CRIMINAL,Monday,TARAVAL,NONE,
27/10/2003,00:30:00,VANDALISM,Monday,INGLESIDE,NONE,
31/07/2005,18:00:00,MISSING PERSON,Sunday,TARAVAL,LOCATED,
08/08/2011,06:19:00,TRESPASS,Monday,TENDERLOIN,ARREST,BOOKED
06/10/2013,00:55:00,DRUG\/NARCOTIC,Sunday,RICHMOND,ARREST,BOOKED
16/08/2004,15:00:00,LARCENY\/THEFT,Monday,NORTHERN,NONE,
25/02/2007,03:15:00,ROBBERY,Sunday,SOUTHERN,NONE,
29/06/2006,00:01:00,FORGERY\/COUNTERFEITING,Thursday,CENTRAL,NONE,
02/09/2008,00:01:00,SUSPICIOUS OCC,Tuesday,CENTRAL,NONE,
07/02/2007,12:00:00,NON-CRIMINAL,Wednesday,MISSION,NONE,
07/07/2004,00:14:00,OTHER OFFENSES,Wednesday,BAYVIEW,ARREST,BOOKED
16/04/2009,05:00:00,BURGLARY,Thursday,RICHMOND,NONE,
07/01/2013,00:30:00,NON-CRIMINAL,Monday,SOUTHERN,NONE,
04/04/2003,21:00:00,VEHICLE THEFT,Friday,BAYVIEW,NONE,
16/03/2015,07:20:00,TRESPASS,Monday,INGLESIDE,ARREST,BOOKED
13/01/2012,20:30:00,SUSPICIOUS OCC,Friday,SOUTHERN,NONE,
06/04/2005,05:55:00,ROBBERY,Wednesday,SOUTHERN,NONE,
28/04/2008,16:05:00,ASSAULT,Monday,NORTHERN,NONE,
12/08/2007,06:35:00,WARRANTS,Sunday,TARAVAL,ARREST,BOOKED
10/01/2008,23:59:00,LARCENY\/THEFT,Thursday,SOUTHERN,NONE,
01/05/2007,23:51:00,OTHER OFFENSES,Tuesday,NORTHERN,ARREST,BOOKED
28/07/2013,07:30:00,OTHER OFFENSES,Sunday,NORTHERN,ARREST,BOOKED
20/05/2010,09:40:00,NON-CRIMINAL,Thursday,BAYVIEW,NONE,
18/10/2012,20:00:00,VEHICLE THEFT,Thursday,INGLESIDE,NONE,
07/03/2009,12:40:00,LARCENY\/THEFT,Saturday,MISSION,NONE,
05/03/2015,14:00:00,LARCENY\/THEFT,Thursday,CENTRAL,NONE,
12/06/2003,22:30:00,MISSING PERSON,Thursday,INGLESIDE,LOCATED,
21/02/2006,05:18:00,BURGLARY,Tuesday,CENTRAL,NONE,
22/03/2007,11:40:00,SECONDARY CODES,Thursday,SOUTHERN,NONE,
21/03/2013,14:57:00,DRUG\/NARCOTIC,Thursday,SOUTHERN,ARREST,BOOKED] } }
13/07/2003,01:20:00,DISORDERLY CONDUCT,Sunday,CENTRAL,ARREST,BOOKED
11/09/2010,13:00:00,MISSING PERSON,Saturday,INGLESIDE,LOCATED,
28/07/2012,20:45:00,LARCENY\/THEFT,Saturday,INGLESIDE,NONE,
17/07/2011,15:40:00,VANDALISM,Sunday,BAYVIEW,NONE,
24/06/2009,00:01:00,FORGERY\/COUNTERFEITING,Wednesday,MISSION,NONE,
07/03/2012,20:30:00,LARCENY\/THEFT,Wednesday,TARAVAL,ARREST,BOOKED
07/02/2014,15:59:00,WARRANTS,Friday,PARK,NONE,
17/04/2009,00:57:00,OTHER OFFENSES,Friday,MISSION,ARREST,CITED
28/11/2013,12:05:00,MISSING PERSON,Thursday,MISSION,LOCATED,
10/01/2011,10:00:00,OTHER OFFENSES,Monday,RICHMOND,NONE,
07/01/2008,11:22:00,NON-CRIMINAL,Monday,BAYVIEW,PSYCHOPATHIC CASE,
28/06/2003,18:00:00,LARCENY\/THEFT,Saturday,NORTHERN,NONE,
27/06/2008,11:50:00,RECOVERED VEHICLE,Friday,BAYVIEW,NONE,
18/04/2011,14:00:00,OTHER OFFENSES,Monday,MISSION,NONE,
04/08/2008,20:06:00,VEHICLE THEFT,Monday,SOUTHERN,ARREST,BOOKED
05/04/2008,14:34:00,ASSAULT,Saturday,MISSION,ARREST,BOOKED
03/11/2012,22:00:00,LARCENY\/THEFT,Saturday,CENTRAL,NONE,
02/02/2015,20:45:00,BURGLARY,Monday,BAYVIEW,NONE,
10/07/2008,18:00:00,VEHICLE THEFT,Thursday,PARK,NONE,
11/06/2014,23:31:00,OTHER OFFENSES,Wednesday,NORTHERN,ARREST,CITED
23/10/2010,00:31:00,DRUG\/NARCOTIC,Saturday,TENDERLOIN,ARREST,BOOKED
05/04/2006,09:30:00,VEHICLE THEFT,Wednesday,SOUTHERN,NONE,
06/02/2008,06:22:00,DRUG\/NARCOTIC,Wednesday,BAYVIEW,ARREST,BOOKED
30/09/2013,08:00:00,LARCENY\/THEFT,Monday,TARAVAL,NONE,
29/09/2004,07:45:00,BURGLARY,Wednesday,RICHMOND,PSYCHOPATHIC CASE,
04/04/2008,21:38:00,NON-CRIMINAL,Friday,TARAVAL,PSYCHOPATHIC CASE,
11/08/2012,13:06:00,VANDALISM,Saturday,INGLESIDE,NONE,
15/12/2006,21:51:00,OTHER OFFENSES,Friday,PARK,ARREST,CITED
25/03/2005,12:00:00,BURGLARY,Friday,INGLESIDE,NONE,
16/11/2011,14:30:00,NON-CRIMINAL,Wednesday,INGLESIDE,NONE,
03/05/2005,18:00:00,OTHER OFFENSES,Tuesday,SOUTHERN,NONE,
02/06/2012,10:00:00,OTHER OFFENSES,Saturday,TARAVAL,NONE,
15/08/2010,19:30:00,ASSAULT,Sunday,MISSION,NONE,
08/07/2013,02:00:00,DRUG\/NARCOTIC,Monday,NORTHERN,ARREST,BOOKED
23/01/2013,13:00:00,MISSING PERSON,Wednesday,BAYVIEW,LOCATED,
15/06/2014,22:00:00,VEHICLE THEFT,Sunday,TARAVAL,NONE,
05/10/2010,11:14:00,WARRANTS,Tuesday,CENTRAL,NONE,
31/10/2012,18:00:00,MISSING PERSON,Wednesday,BAYVIEW,LOCATED,
06/04/2014,01:58:00,OTHER OFFENSES,Sunday,TARAVAL,NONE,
09/01/2003,01:50:00,NON-CRIMINAL,Thursday,SOUTHERN,NONE,
14/12/2012,15:57:00,SUSPICIOUS OCC,Friday,BAYVIEW,JUVENILE BOOKED,
18/02/2008,00:30:00,OTHER OFFENSES,Monday,CENTRAL,NONE,
28/01/2006,14:57:00,SECONDARY CODES,Saturday,MISSION,ARREST,BOOKED
07/09/2005,15:30:00,SUSPICIOUS OCC,Wednesday,CENTRAL,NONE,
13/03/2010,11:00:00,LARCENY\/THEFT,Saturday,TENDERLOIN,ARREST,BOOKED
30/12/2007,20:55:00,LARCENY\/THEFT,Sunday,TENDERLOIN,NONE,
03/03/2003,13:30:00,MISSING PERSON,Monday,NORTHERN,ARREST,CITED
14/10/2008,07:45:00,MISSING PERSON,Tuesday,TENDERLOIN,NONE,
29/09/2003,15:00:00,SEX OFFENSES FORCIBLE,Monday,RICHMOND,NONE,
13/05/2013,18:15:00,FORGERY\/COUNTERFEITING,Monday,SOUTHERN,NONE,
21/09/2014,23:25:00,SUSPICIOUS OCC,Sunday,MISSION,COMPLAINANT REFUSES TO PROSECUTE,
14/12/2006,23:21:00,NON-CRIMINAL,Thursday,INGLESIDE,PSYCHOPATHIC CASE,
29/10/2007,13:00:00,LARCENY\/THEFT,Monday,INGLESIDE,NONE,
18/11/2005,12:50:00,WARRANTS,Friday,RICHMOND,ARREST,BOOKED
09/11/2009,23:55:00,WARRANTS,Monday,MISSION,ARREST,BOOKED
14/11/2006,17:49:00,DRUNKENNESS,Tuesday,TENDERLOIN,ARREST,BOOKED
13/04/2004,23:00:00,VEHICLE THEFT,Tuesday,BAYVIEW,NONE,
20/08/2003,13:20:00,ASSAULT,Wednesday,INGLESIDE,NONE,
29/12/2006,09:20:00,BURGLARY,Friday,SOUTHERN,NONE,
16/03/2015,18:08:00,ASSAULT,Monday,SOUTHERN,ARREST,BOOKED
29/04/2015,19:15:00,NON-CRIMINAL,Wednesday,TARAVAL,NONE,
25/06/2008,21:00:00,DRUG\/NARCOTIC,Wednesday,SOUTHERN,NONE,
05/08/2003,04:51:00,VANDALISM,Tuesday,CENTRAL,NONE,
21/10/2005,22:30:00,ASSAULT,Friday,TENDERLOIN,NONE,
09/11/2004,00:01:00,SUSPICIOUS OCC,Tuesday,INGLESIDE,ARREST,BOOKED
09/01/2012,00:01:00,LARCENY\/THEFT,Monday,TENDERLOIN,NONE,
01/11/2014,21:00:00,ASSAULT,Saturday,TARAVAL,NONE,
05/04/2008,01:00:00,LARCENY\/THEFT,Saturday,NORTHERN,NONE,
12/01/2007,21:15:00,FORGERY\/COUNTERFEITING,Friday,TENDERLOIN,ARREST,CITED
20/01/2004,12:00:00,OTHER OFFENSES,Tuesday,TENDERLOIN,NONE,
05/02/2015,15:00:00,NON-CRIMINAL,Thursday,TARAVAL,NONE,
05/09/2003,20:30:00,PROSTITUTION,Friday,NORTHERN,ARREST,BOOKED
05/04/2006,07:52:00,OTHER OFFENSES,Wednesday,INGLESIDE,ARREST,CITED
06/05/2010,16:19:00,LARCENY\/THEFT,Thursday,SOUTHERN,ARREST,CITED
19/08/2004,16:27:00,KIDNAPPING,Thursday,INGLESIDE,NONE,
30/07/2011,20:55:00,LARCENY\/THEFT,Saturday,TENDERLOIN,NONE,
20/04/2005,17:10:00,OTHER OFFENSES,Wednesday,BAYVIEW,ARREST,BOOKED
22/08/2012,00:01:00,OTHER OFFENSES,Wednesday,SOUTHERN,NONE,
17/10/2008,14:00:00,MISSING PERSON,Friday,PARK,LOCATED,
13/10/2008,02:10:00,ASSAULT,Monday,SOUTHERN,NONE,
30/10/2013,13:00:00,ROBBERY,Wednesday,SOUTHERN,NONE,
04/03/2008,20:22:00,ASSAULT,Tuesday,PARK,ARREST,BOOKED
31/10/2003,20:40:00,MISSING PERSON,Friday,NORTHERN,NONE,
27/06/2009,14:00:00,FRAUD,Saturday,MISSION,NONE,
22/01/2015,09:00:00,LARCENY\/THEFT,Thursday,BAYVIEW,NONE,
09/02/2010,20:23:00,DRUG\/NARCOTIC,Tuesday,MISSION,ARREST,BOOKED
13/04/2015,12:34:00,VANDALISM,Monday,NORTHERN,NONE,
24/08/2005,21:00:00,LARCENY\/THEFT,Wednesday,NORTHERN,NONE,
18/02/2014,18:00:00,BURGLARY,Tuesday,CENTRAL,ARREST,BOOKED
14/07/2012,18:00:00,LARCENY\/THEFT,Saturday,CENTRAL,ARREST,CITED
24/01/2013,18:00:00,BURGLARY,Thursday,SOUTHERN,NONE,
16/11/2008,14:55:00,OTHER OFFENSES,Sunday,BAYVIEW,ARREST,CITED
13/07/2006,15:31:00,DRUG\/NARCOTIC,Thursday,NORTHERN,ARREST,BOOKED
03/06/2011,23:00:00,OTHER OFFENSES,Friday,SOUTHERN,ARREST,CITED
12/06/2003,10:00:00,MISSING PERSON,Thursday,TENDERLOIN,LOCATED,
21/03/2013,16:40:00,LARCENY\/THEFT,Thursday,MISSION,NONE,
07/02/2008,00:01:00,LARCENY\/THEFT,Thursday,TARAVAL,NONE,
13/11/2013,14:40:00,MISSING PERSON,Wednesday,RICHMOND,LOCATED,
04/04/2004,11:40:00,VANDALISM,Sunday,TENDERLOIN,ARREST,BOOKED
13/12/2014,04:55:00,ASSAULT,Saturday,INGLESIDE,NONE,
04/10/2013,00:10:00,SUSPICIOUS OCC,Friday,BAYVIEW,NOT PROSECUTED,
12/12/2009,20:14:00,VANDALISM,Saturday,PARK,JUVENILE CITED,
09/03/2011,18:30:00,NON-CRIMINAL,Wednesday,SOUTHERN,NONE,
05/01/2015,11:00:00,LARCENY\/THEFT,Monday,NORTHERN,NONE,
28/02/2010,00:21:00,WARRANTS,Sunday,TENDERLOIN,ARREST,BOOKED
24/08/2005,13:40:00,OTHER OFFENSES,Wednesday,BAYVIEW,ARREST,CITED
30/01/2011,23:00:00,LARCENY\/THEFT,Sunday,NORTHERN,NONE,
05/09/2011,23:35:00,OTHER OFFENSES,Monday,MISSION,ARREST,CITED
01/10/2012,00:01:00,ASSAULT,Monday,INGLESIDE,NONE,
12/06/2009,15:45:00,LOITERING,Friday,TENDERLOIN,ARREST,BOOKED
25/07/2003,14:40:00,TRESPASS,Friday,PARK,NONE,
14/01/2006,02:56:00,LARCENY\/THEFT,Saturday,SOUTHERN,ARREST,BOOKED
08/02/2004,13:30:00,LARCENY\/THEFT,Sunday,CENTRAL,ARREST,BOOKED
11/03/2010,07:00:00,LARCENY\/THEFT,Thursday,SOUTHERN,NONE,
04/04/2004,22:30:00,LARCENY\/THEFT,Sunday,BAYVIEW,NONE,
21/08/2013,13:15:00,OTHER OFFENSES,Wednesday,INGLESIDE,ARREST,CITED
10/03/2006,22:00:00,DRUG\/NARCOTIC,Friday,RICHMOND,ARREST,BOOKED
09/11/2009,13:24:00,OTHER OFFENSES,Monday,BAYVIEW,ARREST,CITED
22/02/2011,13:00:00,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE,
23/08/2006,07:29:00,SUSPICIOUS OCC,Wednesday,NORTHERN,NONE,
30/10/2008,20:46:00,OTHER OFFENSES,Thursday,RICHMOND,ARREST,BOOKED
12/12/2013,17:45:00,ROBBERY,Thursday,TARAVAL,NONE,
06/09/2013,21:01:00,WARRANTS,Friday,MISSION,ARREST,BOOKED
02/10/2014,10:00:00,NON-CRIMINAL,Thursday,CENTRAL,NONE,
22/08/2007,23:40:00,ROBBERY,Wednesday,INGLESIDE,NONE,
06/12/2004,02:01:00,DRUG\/NARCOTIC,Monday,TENDERLOIN,ARREST,BOOKED
18/11/2006,18:00:00,LARCENY\/THEFT,Saturday,CENTRAL,NONE,
12/07/2006,09:00:00,MISSING PERSON,Wednesday,TARAVAL,NONE,
21/09/2006,13:00:00,OTHER OFFENSES,Thursday,NORTHERN,ARREST,BOOKED
28/05/2014,14:13:00,MISSING PERSON,Wednesday,NORTHERN,LOCATED,
03/04/2013,21:30:00,LARCENY\/THEFT,Wednesday,NORTHERN,NONE,
08/01/2004,10:00:00,VEHICLE THEFT,Thursday,INGLESIDE,ARREST,BOOKED
17/11/2007,14:50:00,DRUG\/NARCOTIC,Saturday,PARK,ARREST,BOOKED
17/02/2009,22:42:00,WARRANTS,Tuesday,TARAVAL,ARREST,BOOKED
30/03/2009,04:00:00,BURGLARY,Monday,CENTRAL,NONE,
28/04/2009,08:17:00,OTHER OFFENSES,Tuesday,NORTHERN,ARREST,BOOKED
23/05/2010,00:05:00,LARCENY\/THEFT,Sunday,NORTHERN,NONE,
13/08/2005,01:00:00,OTHER OFFENSES,Saturday,SOUTHERN,ARREST,BOOKED
16/05/2006,16:45:00,LARCENY\/THEFT,Tuesday,NORTHERN,NONE,
10/07/2008,18:36:00,SUSPICIOUS OCC,Thursday,CENTRAL,JUVENILE CITED,
08/02/2006,16:36:00,OTHER OFFENSES,Wednesday,MISSION,ARREST,BOOKED
22/08/2014,02:00:00,NON-CRIMINAL,Friday,SOUTHERN,NONE,
24/06/2014,02:00:00,NON-CRIMINAL,Tuesday,INGLESIDE,PSYCHOPATHIC CASE,
10/12/2007,23:59:00,LARCENY\/THEFT,Monday,TENDERLOIN,NONE,
20/03/2015,12:59:00,VANDALISM,Friday,TENDERLOIN,NONE,
28/04/2009,23:00:00,LARCENY\/THEFT,Tuesday,RICHMOND,NONE,
04/08/2014,16:30:00,NON-CRIMINAL,Monday,TARAVAL,NONE,
08/10/2006,19:00:00,LARCENY\/THEFT,Sunday,CENTRAL,NONE,
16/05/2005,19:15:00,LARCENY\/THEFT,Monday,SOUTHERN,NONE,
27/01/2010,08:50:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
20/05/2012,12:00:00,FRAUD,Sunday,PARK,NONE,
29/11/2006,21:30:00,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE,
20/08/2014,18:10:00,VANDALISM,Wednesday,SOUTHERN,NONE,
09/02/2014,22:12:00,STOLEN PROPERTY,Sunday,NORTHERN,ARREST,BOOKED
01/10/2008,18:00:00,VANDALISM,Wednesday,BAYVIEW,NONE,
09/01/2009,22:00:00,NON-CRIMINAL,Friday,CENTRAL,NONE,
20/09/2012,00:01:00,OTHER OFFENSES,Thursday,CENTRAL,NONE,
29/04/2013,20:30:00,LARCENY\/THEFT,Monday,PARK,NONE,
29/05/2012,01:51:00,BURGLARY,Tuesday,NORTHERN,NONE,
03/11/2005,21:00:00,LARCENY\/THEFT,Thursday,TARAVAL,NONE,
25/08/2007,03:00:00,LARCENY\/THEFT,Saturday,CENTRAL,NONE,
23/03/2006,16:00:00,MISSING PERSON,Thursday,NORTHERN,LOCATED,
08/12/2008,13:20:00,ASSAULT,Monday,SOUTHERN,ARREST,BOOKED
13/01/2011,07:30:00,VEHICLE THEFT,Thursday,BAYVIEW,NONE,
12/10/2009,17:00:00,OTHER OFFENSES,Monday,BAYVIEW,ARREST,CITED
12/07/2011,20:55:00,NON-CRIMINAL,Tuesday,BAYVIEW,PSYCHOPATHIC CASE,
10/12/2009,09:00:00,NON-CRIMINAL,Thursday,SOUTHERN,NONE,
04/10/2011,13:00:00,NON-CRIMINAL,Tuesday,SOUTHERN,NONE,
17/11/2005,21:00:00,VEHICLE THEFT,Thursday,INGLESIDE,NONE,
09/08/2014,11:30:00,DRUG\/NARCOTIC,Saturday,INGLESIDE,ARREST,BOOKED
26/06/2009,19:00:00,OTHER OFFENSES,Friday,NORTHERN,ARREST,CITED
02/02/2009,10:25:00,ASSAULT,Monday,SOUTHERN,ARREST,BOOKED
30/03/2015,09:00:00,VEHICLE THEFT,Monday,BAYVIEW,NONE,
03/06/2007,00:34:00,WARRANTS,Sunday,MISSION,ARREST,BOOKED
17/08/2009,14:37:00,DRUG\/NARCOTIC,Monday,TENDERLOIN,ARREST,BOOKED
23/08/2007,05:02:00,NON-CRIMINAL,Thursday,SOUTHERN,PSYCHOPATHIC CASE,
30/10/2004,14:45:00,VEHICLE THEFT,Saturday,TARAVAL,NONE,
15/11/2012,12:00:00,OTHER OFFENSES,Thursday,MISSION,NONE,
06/03/2004,19:35:00,NON-CRIMINAL,Saturday,CENTRAL,NONE,
13/10/2009,12:00:00,NON-CRIMINAL,Tuesday,SOUTHERN,NONE,
27/01/2005,03:45:00,ARSON,Thursday,PARK,NONE,
24/02/2011,19:00:00,VANDALISM,Thursday,CENTRAL,NONE,
01/09/2014,13:25:00,ASSAULT,Monday,CENTRAL,ARREST,BOOKED
05/11/2005,11:30:00,NON-CRIMINAL,Saturday,BAYVIEW,NONE,
08/10/2005,12:30:00,BURGLARY,Saturday,MISSION,NONE,
01/11/2013,12:00:00,SUSPICIOUS OCC,Friday,TARAVAL,NONE,
13/01/2010,13:45:00,NON-CRIMINAL,Wednesday,CENTRAL,NONE,
19/05/2006,23:55:00,ASSAULT,Friday,SOUTHERN,NONE,
17/07/2005,13:00:00,SUSPICIOUS OCC,Sunday,TENDERLOIN,NONE,
15/11/2003,10:50:00,BURGLARY,Saturday,SOUTHERN,ARREST,BOOKED
26/07/2003,06:30:00,NON-CRIMINAL,Saturday,SOUTHERN,NONE,
