Day,Month,Years,Hour,Category,DayOfWeek,PdDistrict,Resolution                                                                        
3,10,2014,1,OTHER OFFENSES,Friday,CENTRAL,JUVENILE CITED
22,7,2013,2,OTHER OFFENSES,Monday,MISSION,ARREST
3,4,2014,8,OTHER OFFENSES,Thursday,MISSION,ARREST
27,6,2011,19,LARCENY\/THEFT,Monday,TARAVAL,NONE
31,10,2014,23,LARCENY\/THEFT,Friday,BAYVIEW,NONE
28,12,2005,10,OTHER OFFENSES,Wednesday,SOUTHERN,NONE
26,1,2010,17,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST
28,10,2013,13,ROBBERY,Monday,SOUTHERN,NONE
20,2,2009,8,BURGLARY,Friday,BAYVIEW,NONE
22,8,2009,22,ASSAULT,Saturday,NORTHERN,ARREST
19,10,2007,12,ASSAULT,Friday,MISSION,NONE
17,5,2010,1,VANDALISM,Monday,SOUTHERN,NONE
20,10,2005,1,OTHER OFFENSES,Thursday,MISSION,ARREST
18,4,2005,12,EMBEZZLEMENT,Monday,MISSION,DISTRICT ATTORNEY REFUSES TO PROSECUTE
9,8,2014,22,SUSPICIOUS OCC,Saturday,NORTHERN,NONE
8,12,2008,14,LARCENY\/THEFT,Monday,SOUTHERN,NONE
19,4,2013,11,LARCENY\/THEFT,Friday,BAYVIEW,NONE
6,2,2007,10,WARRANTS,Tuesday,SOUTHERN,ARREST
21,3,2003,1,VANDALISM,Friday,PARK,ARREST
16,4,2013,9,ASSAULT,Tuesday,INGLESIDE,NONE
17,3,2003,18,OTHER OFFENSES,Monday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE
23,3,2006,14,WARRANTS,Thursday,SOUTHERN,ARREST
19,3,2009,23,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
27,2,2005,18,FORGERY\/COUNTERFEITING,Sunday,PARK,ARREST
24,3,2011,22,OTHER OFFENSES,Thursday,CENTRAL,NONE
8,10,2010,7,OTHER OFFENSES,Friday,SOUTHERN,ARREST
29,11,2008,23,LARCENY\/THEFT,Saturday,CENTRAL,NONE
9,3,2003,19,LARCENY\/THEFT,Sunday,CENTRAL,NONE
19,9,2014,16,OTHER OFFENSES,Friday,CENTRAL,NONE
22,10,2010,1,ASSAULT,Friday,BAYVIEW,NONE
23,12,2009,13,NON-CRIMINAL,Wednesday,MISSION,NONE
7,2,2015,9,OTHER OFFENSES,Saturday,SOUTHERN,ARREST
2,12,2005,16,RUNAWAY,Friday,BAYVIEW,LOCATED
17,6,2010,14,LARCENY\/THEFT,Thursday,MISSION,NONE
13,11,2007,21,OTHER OFFENSES,Tuesday,TENDERLOIN,ARREST
23,12,2013,13,LARCENY\/THEFT,Monday,SOUTHERN,NONE
21,1,2004,0,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
19,10,2010,15,BURGLARY,Tuesday,NORTHERN,ARREST
15,11,2007,16,PROSTITUTION,Thursday,TENDERLOIN,ARREST
15,7,2012,17,OTHER OFFENSES,Sunday,PARK,ARREST
2,10,2009,15,ASSAULT,Friday,TENDERLOIN,ARREST
5,4,2008,17,ASSAULT,Saturday,RICHMOND,NONE
9,1,2014,10,STOLEN PROPERTY,Thursday,SOUTHERN,ARREST
14,5,2007,15,ASSAULT,Monday,TENDERLOIN,NONE
26,1,2011,15,TRESPASS,Wednesday,SOUTHERN,NONE
16,7,2006,18,VEHICLE THEFT,Sunday,NORTHERN,NONE
7,9,2010,7,DRUG\/NARCOTIC,Tuesday,MISSION,NONE
6,7,2009,15,ASSAULT,Monday,CENTRAL,NONE
3,2,2003,16,NON-CRIMINAL,Monday,BAYVIEW,NONE
22,3,2006,19,WARRANTS,Wednesday,SOUTHERN,ARREST
3,3,2008,19,VEHICLE THEFT,Monday,CENTRAL,NONE
25,12,2014,10,VEHICLE THEFT,Thursday,PARK,NONE
29,10,2014,12,WARRANTS,Wednesday,MISSION,ARREST
27,5,2004,19,LARCENY\/THEFT,Thursday,CENTRAL,ARREST
2,7,2011,17,NON-CRIMINAL,Saturday,TENDERLOIN,NONE
11,8,2011,10,NON-CRIMINAL,Thursday,INGLESIDE,NONE
30,11,2013,15,TRESPASS,Saturday,TARAVAL,ARREST
28,10,2014,20,OTHER OFFENSES,Tuesday,TARAVAL,NONE
7,4,2010,16,LARCENY\/THEFT,Wednesday,MISSION,ARREST
20,11,2011,14,OTHER OFFENSES,Sunday,BAYVIEW,ARREST
5,9,2004,14,VEHICLE THEFT,Sunday,TARAVAL,NONE
29,10,2009,15,ASSAULT,Thursday,TARAVAL,NONE
8,9,2006,0,FRAUD,Friday,NORTHERN,NONE
23,2,2007,15,PROSTITUTION,Friday,NORTHERN,ARREST
17,2,2004,18,WARRANTS,Tuesday,MISSION,ARREST
20,3,2012,15,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
21,5,2005,2,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
10,7,2003,22,ROBBERY,Thursday,MISSION,NONE
3,8,2004,9,NON-CRIMINAL,Tuesday,TENDERLOIN,NONE
18,4,2012,14,MISSING PERSON,Wednesday,NORTHERN,LOCATED
24,3,2006,18,VANDALISM,Friday,RICHMOND,NONE
28,3,2010,5,OTHER OFFENSES,Sunday,MISSION,ARREST
27,4,2004,0,OTHER OFFENSES,Tuesday,INGLESIDE,NONE
16,6,2012,13,LARCENY\/THEFT,Saturday,TENDERLOIN,NONE
5,9,2012,18,BURGLARY,Wednesday,SOUTHERN,NONE
18,4,2013,10,OTHER OFFENSES,Thursday,RICHMOND,NONE
4,11,2012,16,NON-CRIMINAL,Sunday,PARK,PSYCHOPATHIC CASE
8,2,2014,0,LARCENY\/THEFT,Saturday,BAYVIEW,NONE
2,11,2003,4,OTHER OFFENSES,Sunday,RICHMOND,ARREST
22,3,2014,15,LARCENY\/THEFT,Saturday,MISSION,NONE
19,2,2003,0,ASSAULT,Wednesday,SOUTHERN,ARREST
1,12,2012,17,VANDALISM,Saturday,PARK,NONE
4,8,2014,17,LARCENY\/THEFT,Monday,SOUTHERN,NONE
25,6,2007,14,DRUG\/NARCOTIC,Monday,MISSION,ARREST
17,11,2007,17,KIDNAPPING,Saturday,SOUTHERN,ARREST
30,11,2014,4,MISSING PERSON,Sunday,BAYVIEW,NONE
15,9,2003,14,ASSAULT,Monday,BAYVIEW,NONE
7,4,2013,19,NON-CRIMINAL,Sunday,SOUTHERN,NONE
16,9,2004,5,WARRANTS,Thursday,INGLESIDE,ARREST
19,6,2010,22,SECONDARY CODES,Saturday,RICHMOND,ARREST
9,2,2003,12,WARRANTS,Sunday,TENDERLOIN,ARREST
17,9,2014,19,LARCENY\/THEFT,Wednesday,NORTHERN,NONE
22,12,2009,18,MISSING PERSON,Tuesday,MISSION,NONE
3,11,2005,19,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
17,5,2003,17,LARCENY\/THEFT,Saturday,MISSION,NONE
10,2,2006,12,NON-CRIMINAL,Friday,MISSION,NONE
2,3,2004,22,OTHER OFFENSES,Tuesday,MISSION,NONE
25,3,2006,19,OTHER OFFENSES,Saturday,CENTRAL,ARREST
5,10,2014,1,DRUG\/NARCOTIC,Sunday,INGLESIDE,ARREST
26,8,2011,0,LARCENY\/THEFT,Friday,SOUTHERN,NONE
12,11,2003,19,NON-CRIMINAL,Wednesday,CENTRAL,ARREST
30,6,2013,13,LARCENY\/THEFT,Sunday,MISSION,NONE
1,4,2008,7,WARRANTS,Tuesday,SOUTHERN,ARREST
4,9,2012,17,ASSAULT,Tuesday,PARK,JUVENILE CITED
10,4,2011,4,OTHER OFFENSES,Sunday,BAYVIEW,JUVENILE BOOKED
8,2,2011,11,NON-CRIMINAL,Tuesday,BAYVIEW,PSYCHOPATHIC CASE
4,4,2014,12,OTHER OFFENSES,Friday,INGLESIDE,NONE
9,8,2006,19,NON-CRIMINAL,Wednesday,MISSION,NONE
8,1,2003,23,NON-CRIMINAL,Wednesday,TENDERLOIN,NONE
3,4,2003,23,BURGLARY,Thursday,RICHMOND,ARREST
24,8,2005,9,ARSON,Wednesday,MISSION,NONE
15,9,2003,15,ASSAULT,Monday,NORTHERN,ARREST
6,3,2003,8,MISSING PERSON,Thursday,TARAVAL,NONE
12,12,2003,15,VEHICLE THEFT,Friday,NORTHERN,NONE
25,6,2012,0,LARCENY\/THEFT,Monday,RICHMOND,NONE
10,6,2004,21,VEHICLE THEFT,Thursday,TARAVAL,NONE
6,5,2007,23,VANDALISM,Sunday,PARK,NONE
16,10,2004,6,OTHER OFFENSES,Saturday,BAYVIEW,NONE
25,7,2007,19,WARRANTS,Wednesday,SOUTHERN,ARREST
1,6,2013,1,WARRANTS,Saturday,NORTHERN,ARREST
21,10,2010,12,FRAUD,Thursday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY
7,8,2007,11,OTHER OFFENSES,Tuesday,NORTHERN,ARREST
4,3,2009,15,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST
23,8,2007,19,OTHER OFFENSES,Thursday,PARK,ARREST
18,3,2015,15,LARCENY\/THEFT,Wednesday,TENDERLOIN,NONE
28,1,2010,13,DRUG\/NARCOTIC,Thursday,MISSION,ARREST
23,4,2010,9,SECONDARY CODES,Friday,TARAVAL,ARREST
22,8,2005,20,DRUG\/NARCOTIC,Monday,PARK,ARREST
8,6,2009,12,NON-CRIMINAL,Monday,INGLESIDE,NONE
21,2,2003,16,VEHICLE THEFT,Friday,MISSION,NONE
16,10,2008,12,DRUG\/NARCOTIC,Thursday,PARK,ARREST
26,12,2013,2,RECOVERED VEHICLE,Thursday,BAYVIEW,NONE
22,3,2009,15,FRAUD,Sunday,NORTHERN,ARREST
11,12,2004,0,OTHER OFFENSES,Saturday,SOUTHERN,NONE
5,9,2004,14,WARRANTS,Sunday,TENDERLOIN,ARREST
24,8,2010,12,LARCENY\/THEFT,Tuesday,TARAVAL,ARREST
26,1,2013,9,LARCENY\/THEFT,Saturday,BAYVIEW,NONE
9,7,2007,13,VANDALISM,Monday,CENTRAL,NONE
20,5,2007,10,NON-CRIMINAL,Sunday,PARK,NONE
10,1,2009,17,MISSING PERSON,Saturday,BAYVIEW,LOCATED
29,4,2015,10,NON-CRIMINAL,Wednesday,NORTHERN,NONE
17,4,2013,0,ASSAULT,Wednesday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE
17,5,2005,18,VEHICLE THEFT,Tuesday,BAYVIEW,NONE
12,11,2003,7,WARRANTS,Wednesday,NORTHERN,ARREST
7,4,2006,10,WARRANTS,Friday,TENDERLOIN,ARREST
31,10,2009,2,DRUG\/NARCOTIC,Saturday,MISSION,ARREST
15,10,2007,1,VEHICLE THEFT,Monday,INGLESIDE,NONE
11,7,2011,16,LARCENY\/THEFT,Monday,NORTHERN,NONE
9,8,2012,1,MISSING PERSON,Thursday,RICHMOND,LOCATED
22,8,2007,10,VEHICLE THEFT,Wednesday,SOUTHERN,NONE
3,10,2006,20,OTHER OFFENSES,Tuesday,MISSION,NONE
22,4,2012,12,SECONDARY CODES,Sunday,INGLESIDE,NONE
22,3,2010,20,LARCENY\/THEFT,Monday,CENTRAL,NONE
30,1,2005,14,LARCENY\/THEFT,Sunday,MISSION,NONE
17,4,2015,19,LARCENY\/THEFT,Friday,NORTHERN,NONE
2,12,2011,22,DRIVING UNDER THE INFLUENCE,Friday,SOUTHERN,NONE
3,5,2009,22,ASSAULT,Sunday,TENDERLOIN,ARREST
7,8,2003,20,NON-CRIMINAL,Thursday,TENDERLOIN,NONE
31,12,2006,6,PROSTITUTION,Sunday,MISSION,ARREST
11,3,2005,19,VEHICLE THEFT,Friday,PARK,NONE
26,5,2004,11,WARRANTS,Wednesday,MISSION,ARREST
4,3,2015,19,OTHER OFFENSES,Wednesday,TARAVAL,ARREST
30,1,2010,15,ASSAULT,Saturday,MISSION,NONE
26,8,2011,10,DRUG\/NARCOTIC,Friday,TARAVAL,ARREST
30,7,2005,12,OTHER OFFENSES,Saturday,INGLESIDE,ARREST
4,12,2005,16,FRAUD,Sunday,INGLESIDE,NOT PROSECUTED
8,2,2013,18,WARRANTS,Friday,MISSION,ARREST
19,10,2003,10,ASSAULT,Sunday,MISSION,NONE
1,6,2005,17,FRAUD,Wednesday,SOUTHERN,NONE
10,3,2007,10,MISSING PERSON,Saturday,BAYVIEW,LOCATED
25,3,2011,11,ROBBERY,Friday,INGLESIDE,JUVENILE BOOKED
25,9,2010,23,VEHICLE THEFT,Saturday,TENDERLOIN,UNFOUNDED
21,6,2004,20,ASSAULT,Monday,TARAVAL,JUVENILE CITED
11,3,2006,19,OTHER OFFENSES,Saturday,NORTHERN,NONE
27,5,2009,18,LIQUOR LAWS,Wednesday,MISSION,NONE
21,2,2009,0,SUSPICIOUS OCC,Saturday,MISSION,NONE
17,2,2009,6,NON-CRIMINAL,Tuesday,MISSION,NONE
27,12,2008,12,SUSPICIOUS OCC,Saturday,BAYVIEW,NONE
18,9,2003,16,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
22,12,2003,13,FORGERY\/COUNTERFEITING,Monday,INGLESIDE,ARREST
10,7,2007,1,MISSING PERSON,Tuesday,INGLESIDE,LOCATED
2,5,2006,0,FORGERY\/COUNTERFEITING,Tuesday,SOUTHERN,ARREST
9,8,2008,18,LARCENY\/THEFT,Saturday,TENDERLOIN,NONE
22,7,2004,11,VEHICLE THEFT,Thursday,INGLESIDE,NONE
18,3,2014,18,SUSPICIOUS OCC,Tuesday,CENTRAL,NONE
22,12,2014,19,VANDALISM,Monday,TENDERLOIN,NONE
16,5,2012,11,DRUG\/NARCOTIC,Wednesday,MISSION,ARREST
17,5,2005,23,SEX OFFENSES FORCIBLE,Tuesday,SOUTHERN,NONE
25,2,2007,21,MISSING PERSON,Sunday,NORTHERN,ARREST
18,11,2011,19,LARCENY\/THEFT,Friday,CENTRAL,NONE
22,9,2010,23,DRUNKENNESS,Wednesday,NORTHERN,ARREST
16,5,2008,21,DRUG\/NARCOTIC,Friday,SOUTHERN,ARREST
22,8,2009,21,WARRANTS,Saturday,SOUTHERN,ARREST
28,2,2010,23,NON-CRIMINAL,Sunday,TENDERLOIN,PSYCHOPATHIC CASE
9,8,2013,22,ASSAULT,Friday,SOUTHERN,NONE
15,5,2004,5,ROBBERY,Saturday,MISSION,NONE
2,6,2011,20,LARCENY\/THEFT,Thursday,CENTRAL,NONE
30,3,2009,20,MISSING PERSON,Monday,BAYVIEW,NONE
16,9,2014,3,DRUG\/NARCOTIC,Tuesday,BAYVIEW,ARREST
4,10,2003,9,ASSAULT,Saturday,PARK,ARREST
17,1,2010,19,NON-CRIMINAL,Sunday,SOUTHERN,NONE
20,4,2014,22,LARCENY\/THEFT,Sunday,MISSION,NONE
3,10,2007,14,NON-CRIMINAL,Wednesday,TARAVAL,PSYCHOPATHIC CASE
16,9,2008,13,ASSAULT,Tuesday,BAYVIEW,NONE
13,8,2005,23,SECONDARY CODES,Saturday,SOUTHERN,NONE
16,11,2013,19,WARRANTS,Saturday,BAYVIEW,ARREST
7,3,2014,18,ROBBERY,Friday,NORTHERN,NONE
4,4,2006,23,BURGLARY,Tuesday,NORTHERN,NONE
27,10,2003,23,OTHER OFFENSES,Monday,TENDERLOIN,ARREST
9,3,2005,14,WARRANTS,Wednesday,MISSION,ARREST
14,11,2012,17,NON-CRIMINAL,Wednesday,NORTHERN,NONE
1,10,2008,10,RUNAWAY,Wednesday,BAYVIEW,NONE
21,8,2012,13,TRESPASS,Tuesday,TENDERLOIN,ARREST
4,10,2007,13,WARRANTS,Thursday,SOUTHERN,ARREST
30,3,2015,19,OTHER OFFENSES,Monday,CENTRAL,UNFOUNDED
20,4,2010,11,OTHER OFFENSES,Tuesday,TARAVAL,ARREST
30,10,2014,18,LARCENY\/THEFT,Thursday,CENTRAL,NONE
5,9,2004,23,VANDALISM,Sunday,CENTRAL,NONE
9,4,2006,3,DRUG\/NARCOTIC,Sunday,TENDERLOIN,ARREST
10,8,2013,8,WARRANTS,Saturday,SOUTHERN,ARREST
7,12,2004,22,VEHICLE THEFT,Tuesday,CENTRAL,NONE
23,1,2013,21,SECONDARY CODES,Wednesday,CENTRAL,JUVENILE DIVERTED
26,1,2005,7,WARRANTS,Wednesday,SOUTHERN,ARREST
26,7,2006,15,NON-CRIMINAL,Wednesday,SOUTHERN,NONE
11,2,2005,6,DRUG\/NARCOTIC,Friday,SOUTHERN,ARREST
16,10,2007,8,OTHER OFFENSES,Tuesday,BAYVIEW,NONE
9,4,2010,6,OTHER OFFENSES,Friday,BAYVIEW,ARREST
16,12,2010,12,DRUG\/NARCOTIC,Thursday,INGLESIDE,JUVENILE CITED
9,2,2011,23,PROSTITUTION,Wednesday,MISSION,ARREST
13,10,2004,21,VEHICLE THEFT,Wednesday,INGLESIDE,NONE
5,10,2013,15,SECONDARY CODES,Saturday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE
30,9,2013,21,MISSING PERSON,Monday,SOUTHERN,NONE
2,11,2014,2,LARCENY\/THEFT,Sunday,CENTRAL,NONE
28,12,2003,16,VEHICLE THEFT,Sunday,MISSION,NONE
11,8,2010,10,ASSAULT,Wednesday,INGLESIDE,NONE
1,5,2012,17,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
28,8,2005,11,LARCENY\/THEFT,Sunday,SOUTHERN,NONE
26,7,2012,19,PROSTITUTION,Thursday,MISSION,ARREST
22,4,2012,19,LARCENY\/THEFT,Sunday,TARAVAL,NONE
2,10,2003,1,WARRANTS,Thursday,TENDERLOIN,ARREST
14,12,2007,19,NON-CRIMINAL,Friday,SOUTHERN,NONE
24,3,2010,18,SUSPICIOUS OCC,Wednesday,PARK,NONE
2,10,2007,16,ASSAULT,Tuesday,TENDERLOIN,NONE
7,11,2010,20,DRUG\/NARCOTIC,Sunday,TENDERLOIN,ARREST
22,3,2008,19,OTHER OFFENSES,Saturday,INGLESIDE,ARREST
19,9,2008,16,SUSPICIOUS OCC,Friday,INGLESIDE,NONE
16,11,2012,0,BURGLARY,Friday,TARAVAL,NONE
30,11,2014,14,NON-CRIMINAL,Sunday,CENTRAL,NONE
22,9,2013,16,LARCENY\/THEFT,Sunday,NORTHERN,NONE
28,11,2006,19,VANDALISM,Tuesday,MISSION,NONE
20,2,2009,20,LARCENY\/THEFT,Friday,NORTHERN,NONE
3,4,2003,18,TRESPASS,Thursday,NORTHERN,ARREST
13,5,2014,8,ASSAULT,Tuesday,TENDERLOIN,NONE
28,6,2013,2,OTHER OFFENSES,Friday,SOUTHERN,NONE
23,1,2013,18,OTHER OFFENSES,Wednesday,TENDERLOIN,ARREST
7,9,2005,18,LARCENY\/THEFT,Wednesday,BAYVIEW,NONE
13,6,2003,22,NON-CRIMINAL,Friday,NORTHERN,NONE
8,1,2014,18,STOLEN PROPERTY,Wednesday,SOUTHERN,ARREST
2,4,2004,10,VANDALISM,Friday,INGLESIDE,NONE
8,1,2008,17,NON-CRIMINAL,Tuesday,PARK,NONE
15,3,2004,12,DISORDERLY CONDUCT,Monday,PARK,ARREST
14,5,2009,18,BURGLARY,Thursday,RICHMOND,NONE
28,6,2003,19,OTHER OFFENSES,Saturday,CENTRAL,ARREST
31,8,2009,10,NON-CRIMINAL,Monday,SOUTHERN,PSYCHOPATHIC CASE
11,2,2010,16,OTHER OFFENSES,Thursday,CENTRAL,ARREST
4,10,2006,11,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
23,7,2009,23,OTHER OFFENSES,Thursday,SOUTHERN,ARREST
3,10,2009,16,NON-CRIMINAL,Saturday,MISSION,PSYCHOPATHIC CASE
24,1,2009,12,DRUG\/NARCOTIC,Saturday,MISSION,ARREST
10,6,2013,7,SUSPICIOUS OCC,Monday,MISSION,NONE
12,1,2003,19,LARCENY\/THEFT,Sunday,PARK,NONE
28,5,2013,12,FORGERY\/COUNTERFEITING,Tuesday,SOUTHERN,ARREST
25,1,2007,15,VEHICLE THEFT,Thursday,BAYVIEW,NONE
16,11,2006,16,OTHER OFFENSES,Thursday,INGLESIDE,ARREST
15,6,2007,15,NON-CRIMINAL,Friday,CENTRAL,NONE
19,8,2003,2,OTHER OFFENSES,Tuesday,TENDERLOIN,ARREST
26,12,2007,19,WARRANTS,Wednesday,TENDERLOIN,ARREST
14,7,2011,7,ASSAULT,Thursday,SOUTHERN,NONE
6,5,2010,18,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
10,3,2012,15,NON-CRIMINAL,Saturday,TARAVAL,NONE
23,2,2005,7,LARCENY\/THEFT,Wednesday,MISSION,NONE
9,4,2005,23,LARCENY\/THEFT,Saturday,TENDERLOIN,NONE
1,10,2004,19,OTHER OFFENSES,Friday,NORTHERN,ARREST
16,9,2003,20,PROSTITUTION,Tuesday,TENDERLOIN,JUVENILE BOOKED
24,9,2011,22,BURGLARY,Saturday,CENTRAL,NONE
18,4,2008,6,SECONDARY CODES,Friday,RICHMOND,ARREST
30,12,2011,0,OTHER OFFENSES,Friday,INGLESIDE,NONE
18,2,2003,15,ROBBERY,Tuesday,INGLESIDE,JUVENILE BOOKED
30,6,2011,7,DRUG\/NARCOTIC,Thursday,TENDERLOIN,ARREST
28,4,2015,19,WARRANTS,Tuesday,SOUTHERN,ARREST
17,9,2009,9,NON-CRIMINAL,Thursday,SOUTHERN,PSYCHOPATHIC CASE
6,8,2014,16,OTHER OFFENSES,Wednesday,INGLESIDE,NONE
8,2,2010,8,VANDALISM,Monday,MISSION,ARREST
12,2,2006,11,VANDALISM,Sunday,RICHMOND,NONE
15,6,2007,21,OTHER OFFENSES,Friday,INGLESIDE,ARREST
28,6,2005,13,DRUG\/NARCOTIC,Tuesday,MISSION,ARREST
9,10,2005,19,OTHER OFFENSES,Sunday,RICHMOND,NONE
19,10,2011,13,DRUG\/NARCOTIC,Wednesday,SOUTHERN,ARREST
5,10,2005,13,OTHER OFFENSES,Wednesday,NORTHERN,ARREST
8,9,2012,15,OTHER OFFENSES,Saturday,SOUTHERN,ARREST
8,3,2012,0,EMBEZZLEMENT,Thursday,CENTRAL,NONE
4,10,2011,19,RECOVERED VEHICLE,Tuesday,BAYVIEW,ARREST
20,9,2008,13,ARSON,Saturday,MISSION,NONE
13,11,2004,8,MISSING PERSON,Saturday,PARK,LOCATED
10,9,2011,18,SUSPICIOUS OCC,Saturday,CENTRAL,NONE
2,5,2007,13,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST
15,10,2012,6,ROBBERY,Monday,CENTRAL,UNFOUNDED
28,6,2013,1,LARCENY\/THEFT,Friday,PARK,NONE
4,5,2006,11,SUSPICIOUS OCC,Thursday,CENTRAL,NONE
30,5,2013,20,PROSTITUTION,Thursday,CENTRAL,NONE
15,7,2007,9,WARRANTS,Sunday,INGLESIDE,ARREST
18,8,2004,8,DRUG\/NARCOTIC,Wednesday,TENDERLOIN,ARREST
3,3,2014,9,OTHER OFFENSES,Monday,PARK,NONE
25,8,2005,7,OTHER OFFENSES,Thursday,INGLESIDE,ARREST
27,7,2008,16,LARCENY\/THEFT,Sunday,TARAVAL,JUVENILE CITED
4,10,2009,23,LARCENY\/THEFT,Sunday,INGLESIDE,NONE
14,5,2008,2,OTHER OFFENSES,Wednesday,SOUTHERN,ARREST
6,5,2006,0,NON-CRIMINAL,Saturday,NORTHERN,NONE
19,9,2004,21,LARCENY\/THEFT,Sunday,MISSION,NONE
1,6,2005,9,VEHICLE THEFT,Wednesday,BAYVIEW,NONE
14,11,2013,2,VANDALISM,Thursday,SOUTHERN,NONE
23,8,2009,15,DRUG\/NARCOTIC,Sunday,TENDERLOIN,ARREST
20,8,2009,13,ASSAULT,Thursday,SOUTHERN,NONE
23,2,2003,13,LARCENY\/THEFT,Sunday,TARAVAL,NONE
17,11,2013,3,VEHICLE THEFT,Sunday,BAYVIEW,NONE
19,2,2015,15,ASSAULT,Thursday,TENDERLOIN,NONE
30,1,2010,16,NON-CRIMINAL,Saturday,INGLESIDE,NONE
15,11,2010,11,VANDALISM,Monday,SOUTHERN,NONE
3,4,2009,21,DRUNKENNESS,Friday,TENDERLOIN,ARREST
16,11,2007,12,OTHER OFFENSES,Friday,TENDERLOIN,ARREST
10,8,2012,4,RECOVERED VEHICLE,Friday,NORTHERN,NONE
22,8,2004,16,BURGLARY,Sunday,NORTHERN,NONE
5,11,2006,17,LARCENY\/THEFT,Sunday,SOUTHERN,ARREST
7,7,2014,21,ROBBERY,Monday,RICHMOND,NONE
24,12,2012,14,BURGLARY,Monday,NORTHERN,NONE
21,3,2006,12,MISSING PERSON,Tuesday,PARK,NONE
20,11,2010,2,LARCENY\/THEFT,Saturday,NORTHERN,NONE
8,2,2012,14,ASSAULT,Wednesday,CENTRAL,NONE
16,10,2012,20,VEHICLE THEFT,Tuesday,TARAVAL,NONE
16,10,2008,14,VANDALISM,Thursday,NORTHERN,NONE
1,9,2004,18,ASSAULT,Wednesday,MISSION,NONE
11,1,2012,17,LARCENY\/THEFT,Wednesday,MISSION,NONE
4,5,2011,9,OTHER OFFENSES,Wednesday,CENTRAL,NONE
24,3,2012,21,VEHICLE THEFT,Saturday,INGLESIDE,NONE
16,11,2006,16,VEHICLE THEFT,Thursday,BAYVIEW,NONE
17,9,2007,20,BURGLARY,Monday,SOUTHERN,NONE
17,4,2009,15,SEX OFFENSES FORCIBLE,Friday,INGLESIDE,NONE
16,10,2012,18,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
2,6,2012,23,LARCENY\/THEFT,Saturday,NORTHERN,NONE
25,12,2012,12,ASSAULT,Tuesday,TARAVAL,NONE
20,4,2014,16,OTHER OFFENSES,Sunday,CENTRAL,ARREST
9,8,2014,14,LARCENY\/THEFT,Saturday,SOUTHERN,ARREST
27,6,2006,21,NON-CRIMINAL,Tuesday,CENTRAL,NONE
13,11,2008,16,DRUG\/NARCOTIC,Thursday,TENDERLOIN,ARREST
14,4,2015,19,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
9,6,2009,5,BURGLARY,Tuesday,SOUTHERN,NONE
26,6,2007,11,FRAUD,Tuesday,CENTRAL,ARREST
16,11,2008,11,VEHICLE THEFT,Sunday,BAYVIEW,NONE
4,10,2012,0,OTHER OFFENSES,Thursday,MISSION,NONE
1,1,2012,13,SUSPICIOUS OCC,Sunday,RICHMOND,NONE
14,8,2005,23,DRUG\/NARCOTIC,Sunday,TENDERLOIN,ARREST
27,12,2005,22,BURGLARY,Tuesday,BAYVIEW,NONE
19,3,2012,19,NON-CRIMINAL,Monday,PARK,ARREST
12,11,2003,20,WARRANTS,Wednesday,TENDERLOIN,ARREST
9,10,2011,19,LARCENY\/THEFT,Sunday,MISSION,NONE
1,11,2011,22,DRIVING UNDER THE INFLUENCE,Tuesday,MISSION,ARREST
25,8,2005,19,BURGLARY,Thursday,NORTHERN,NONE
3,4,2007,22,LARCENY\/THEFT,Tuesday,BAYVIEW,NONE
30,5,2003,13,OTHER OFFENSES,Friday,MISSION,ARREST
23,7,2009,0,ROBBERY,Thursday,INGLESIDE,NONE
28,6,2012,8,WARRANTS,Thursday,SOUTHERN,ARREST
14,5,2013,11,LARCENY\/THEFT,Tuesday,INGLESIDE,NONE
14,10,2009,20,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
10,3,2005,11,ASSAULT,Thursday,TARAVAL,NONE
8,5,2010,19,OTHER OFFENSES,Saturday,RICHMOND,NONE
22,1,2003,7,OTHER OFFENSES,Wednesday,TENDERLOIN,ARREST
9,12,2009,20,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
19,4,2005,22,LARCENY\/THEFT,Tuesday,INGLESIDE,NONE
22,10,2011,1,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
1,5,2006,9,OTHER OFFENSES,Monday,INGLESIDE,NONE
17,10,2004,23,LARCENY\/THEFT,Sunday,BAYVIEW,NONE
